condition,model,stim,y
Ca_wave_RyR2CaM_simple_SERCA_SOCE,2.4,6.911,5.610
Ca_wave_RyR2CaM_simple_SERCA_SOCE,2.4,7.458,6.120
Ca_wave_RyR2CaM_simple_SERCA_SOCE,2.4,6.657,5.610
Ca_wave_RyR2CaM_simple_SERCA_SOCE,2.4,6.830,5.100
Ca_wave_RyR2CaM_simple_SERCA_SOCE,2.4,7.003,5.610
Ca_wave_RyR2CaM_simple_SERCA_SOCE,2.4,6.575,4.590
Ca_wave_RyR2CaM_simple_SERCA_SOCE,2.4,6.936,5.100
Ca_wave_RyR2CaM_simple_SERCA_SOCE,2.4,7.146,5.610
Ca_wave_RyR2CaM_simple_SERCA_SOCE,2.4,6.790,4.590
Ca_wave_RyR2CaM_simple_SERCA_SOCE,2.4,7.042,5.100
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0.443,1.020
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0.447,1.020
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0.442,1.020
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0.432,1.020
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0.431,1.020
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0.453,1.020
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0.448,1.020
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0.438,1.020
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0.470,1.020
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0.450,1.020
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0.992,1.530
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0.981,1.530
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,1.021,1.530
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,1.040,1.530
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0.987,1.530
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0.981,1.530
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,1.018,1.530
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0.990,1.530
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,0.968,1.530
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,1.004,1.530
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,2.691,2.550
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,2.751,2.550
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,2.638,2.550
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,2.713,2.550
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,2.685,2.550
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,2.634,2.550
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,2.657,2.550
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,2.638,2.550
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,2.650,2.550
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,2.612,2.550
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,4.878,3.059
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,4.893,3.569
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,5.173,3.059
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,5.065,3.059
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,5.067,3.569
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,4.891,3.059
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,4.863,3.569
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,5.035,3.569
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,5.001,3.059
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,5.004,3.059
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,7.894,4.080
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,8.156,4.080
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,8.153,4.590
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,7.666,3.570
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,7.652,3.570
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,7.509,4.080
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,7.987,3.570
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,7.969,4.080
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,7.879,4.080
Ca_wave_RyR2CaM_simple_SERCA_SOCE,6.0,7.685,4.080
Ca_wave_normal_SERCA_aging,1.2,0.683,2.039
Ca_wave_normal_SERCA_aging,1.2,0.669,2.039
Ca_wave_normal_SERCA_aging,1.2,0.646,2.549
Ca_wave_normal_SERCA_aging,1.2,0.623,3.059
Ca_wave_normal_SERCA_aging,1.2,0.641,2.549
Ca_wave_normal_SERCA_aging,1.2,0.572,2.549
Ca_wave_normal_SERCA_aging,1.2,0.595,2.039
Ca_wave_normal_SERCA_aging,1.2,0.623,2.549
Ca_wave_normal_SERCA_aging,1.2,0.646,3.059
Ca_wave_normal_SERCA_aging,1.2,0.558,3.569
Ca_wave_normal_SERCA_aging,1.2,1.305,6.630
Ca_wave_normal_SERCA_aging,1.2,1.292,5.100
Ca_wave_normal_SERCA_aging,1.2,1.361,3.570
Ca_wave_normal_SERCA_aging,1.2,1.388,5.610
Ca_wave_normal_SERCA_aging,1.2,1.241,3.570
Ca_wave_normal_SERCA_aging,1.2,1.310,4.590
Ca_wave_normal_SERCA_aging,1.2,1.112,4.080
Ca_wave_normal_SERCA_aging,1.2,1.338,5.610
Ca_wave_normal_SERCA_aging,1.2,1.264,3.570
Ca_wave_normal_SERCA_aging,1.2,1.467,5.610
Ca_wave_normal_SERCA_aging,1.2,3.395,8.157
Ca_wave_normal_SERCA_aging,1.2,3.413,8.157
Ca_wave_normal_SERCA_aging,1.2,3.450,7.647
Ca_wave_normal_SERCA_aging,1.2,3.330,7.137
Ca_wave_normal_SERCA_aging,1.2,2.947,7.137
Ca_wave_normal_SERCA_aging,1.2,3.413,7.647
Ca_wave_normal_SERCA_aging,1.2,3.243,7.137
Ca_wave_normal_SERCA_aging,1.2,3.289,8.157
Ca_wave_normal_SERCA_aging,1.2,3.132,7.647
Ca_wave_normal_SERCA_aging,1.2,3.257,8.157
Ca_wave_normal_SERCA_aging,1.2,6.928,9.690
Ca_wave_normal_SERCA_aging,1.2,6.993,10.200
Ca_wave_normal_SERCA_aging,1.2,6.942,10.200
Ca_wave_normal_SERCA_aging,1.2,7.620,10.710
Ca_wave_normal_SERCA_aging,1.2,7.002,9.690
Ca_wave_normal_SERCA_aging,1.2,7.560,9.180
Ca_wave_normal_SERCA_aging,1.2,5.835,10.710
Ca_wave_normal_SERCA_aging,1.2,7.283,9.690
Ca_wave_normal_SERCA_aging,1.2,6.947,9.180
Ca_wave_normal_SERCA_aging,1.2,7.053,9.690
Ca_wave_normal_SERCA_aging,1.2,9.161,11.730
Ca_wave_normal_SERCA_aging,1.2,9.465,10.710
Ca_wave_normal_SERCA_aging,1.2,9.008,10.200
Ca_wave_normal_SERCA_aging,1.2,8.852,10.710
Ca_wave_normal_SERCA_aging,1.2,9.354,10.200
Ca_wave_normal_SERCA_aging,1.2,8.888,11.730
Ca_wave_normal_SERCA_aging,1.2,8.556,10.710
Ca_wave_normal_SERCA_aging,1.2,8.769,10.200
Ca_wave_normal_SERCA_aging,1.2,9.133,9.690
Ca_wave_normal_SERCA_aging,1.2,8.810,10.200
Ca_wave_normal_SERCA_aging,2.4,0.620,1.530
Ca_wave_normal_SERCA_aging,2.4,0.556,1.530
Ca_wave_normal_SERCA_aging,2.4,0.573,1.530
Ca_wave_normal_SERCA_aging,2.4,0.588,1.530
Ca_wave_normal_SERCA_aging,2.4,0.571,1.530
Ca_wave_normal_SERCA_aging,2.4,0.591,2.040
Ca_wave_normal_SERCA_aging,2.4,0.556,1.530
Ca_wave_normal_SERCA_aging,2.4,0.551,1.530
Ca_wave_normal_SERCA_aging,2.4,0.536,2.040
Ca_wave_normal_SERCA_aging,2.4,0.551,1.530
Ca_wave_normal_SERCA_aging,2.4,1.302,3.569
Ca_wave_normal_SERCA_aging,2.4,1.127,3.059
Ca_wave_normal_SERCA_aging,2.4,1.315,4.588
Ca_wave_normal_SERCA_aging,2.4,1.164,4.588
Ca_wave_normal_SERCA_aging,2.4,1.253,3.569
Ca_wave_normal_SERCA_aging,2.4,1.302,3.059
Ca_wave_normal_SERCA_aging,2.4,1.297,2.549
Ca_wave_normal_SERCA_aging,2.4,1.401,4.078
Ca_wave_normal_SERCA_aging,2.4,1.307,4.078
Ca_wave_normal_SERCA_aging,2.4,1.245,3.059
Ca_wave_normal_SERCA_aging,2.4,3.373,6.627
Ca_wave_normal_SERCA_aging,2.4,2.997,5.608
Ca_wave_normal_SERCA_aging,2.4,3.351,7.647
Ca_wave_normal_SERCA_aging,2.4,3.232,7.137
Ca_wave_normal_SERCA_aging,2.4,3.133,6.118
Ca_wave_normal_SERCA_aging,2.4,3.104,8.157
Ca_wave_normal_SERCA_aging,2.4,3.338,8.667
Ca_wave_normal_SERCA_aging,2.4,3.492,7.137
Ca_wave_normal_SERCA_aging,2.4,3.188,8.157
Ca_wave_normal_SERCA_aging,2.4,3.205,5.098
Ca_wave_normal_SERCA_aging,2.4,6.435,10.196
Ca_wave_normal_SERCA_aging,2.4,5.814,8.667
Ca_wave_normal_SERCA_aging,2.4,6.225,9.176
Ca_wave_normal_SERCA_aging,2.4,6.215,9.686
Ca_wave_normal_SERCA_aging,2.4,6.017,7.137
Ca_wave_normal_SERCA_aging,2.4,5.678,8.667
Ca_wave_normal_SERCA_aging,2.4,6.257,9.176
Ca_wave_normal_SERCA_aging,2.4,6.128,8.667
Ca_wave_normal_SERCA_aging,2.4,5.940,9.686
Ca_wave_normal_SERCA_aging,2.4,5.898,8.667
Ca_wave_normal_SERCA_aging,2.4,9.872,10.706
Ca_wave_normal_SERCA_aging,2.4,9.071,10.196
Ca_wave_normal_SERCA_aging,2.4,9.842,11.725
Ca_wave_normal_SERCA_aging,2.4,9.822,11.216
Ca_wave_normal_SERCA_aging,2.4,10.163,10.196
Ca_wave_normal_SERCA_aging,2.4,9.130,8.667
Ca_wave_normal_SERCA_aging,2.4,9.753,10.706
Ca_wave_normal_SERCA_aging,2.4,9.417,11.216
Ca_wave_normal_SERCA_aging,2.4,9.588,11.216
Ca_wave_normal_SERCA_aging,2.4,9.652,8.157
Ca_wave_normal_SERCA_aging,6.0,0.542,1.020
Ca_wave_normal_SERCA_aging,6.0,0.547,1.020
Ca_wave_normal_SERCA_aging,6.0,0.518,1.529
Ca_wave_normal_SERCA_aging,6.0,0.550,1.020
Ca_wave_normal_SERCA_aging,6.0,0.559,1.020
Ca_wave_normal_SERCA_aging,6.0,0.511,1.020
Ca_wave_normal_SERCA_aging,6.0,0.514,1.529
Ca_wave_normal_SERCA_aging,6.0,0.478,1.020
Ca_wave_normal_SERCA_aging,6.0,0.481,1.020
Ca_wave_normal_SERCA_aging,6.0,0.491,1.020
Ca_wave_normal_SERCA_aging,6.0,1.271,1.529
Ca_wave_normal_SERCA_aging,6.0,1.314,1.529
Ca_wave_normal_SERCA_aging,6.0,1.191,2.039
Ca_wave_normal_SERCA_aging,6.0,1.230,1.529
Ca_wave_normal_SERCA_aging,6.0,1.290,2.039
Ca_wave_normal_SERCA_aging,6.0,1.253,2.039
Ca_wave_normal_SERCA_aging,6.0,1.189,1.529
Ca_wave_normal_SERCA_aging,6.0,1.207,1.529
Ca_wave_normal_SERCA_aging,6.0,1.186,2.039
Ca_wave_normal_SERCA_aging,6.0,1.208,1.529
Ca_wave_normal_SERCA_aging,6.0,3.669,3.060
Ca_wave_normal_SERCA_aging,6.0,3.670,3.570
Ca_wave_normal_SERCA_aging,6.0,3.604,3.060
Ca_wave_normal_SERCA_aging,6.0,3.495,3.060
Ca_wave_normal_SERCA_aging,6.0,3.498,3.570
Ca_wave_normal_SERCA_aging,6.0,3.627,3.060
Ca_wave_normal_SERCA_aging,6.0,3.722,3.570
Ca_wave_normal_SERCA_aging,6.0,3.586,3.060
Ca_wave_normal_SERCA_aging,6.0,3.461,3.060
Ca_wave_normal_SERCA_aging,6.0,3.643,3.060
Ca_wave_normal_SERCA_aging,6.0,7.211,5.100
Ca_wave_normal_SERCA_aging,6.0,7.194,5.610
Ca_wave_normal_SERCA_aging,6.0,7.119,5.100
Ca_wave_normal_SERCA_aging,6.0,6.944,5.100
Ca_wave_normal_SERCA_aging,6.0,7.182,5.100
Ca_wave_normal_SERCA_aging,6.0,7.283,4.590
Ca_wave_normal_SERCA_aging,6.0,7.469,5.610
Ca_wave_normal_SERCA_aging,6.0,6.850,5.100
Ca_wave_normal_SERCA_aging,6.0,6.995,5.100
Ca_wave_normal_SERCA_aging,6.0,7.151,5.610
Ca_wave_normal_SERCA_aging,6.0,12.341,7.137
Ca_wave_normal_SERCA_aging,6.0,12.112,6.627
Ca_wave_normal_SERCA_aging,6.0,12.153,6.627
Ca_wave_normal_SERCA_aging,6.0,12.473,6.118
Ca_wave_normal_SERCA_aging,6.0,12.527,6.627
Ca_wave_normal_SERCA_aging,6.0,12.176,6.118
Ca_wave_normal_SERCA_aging,6.0,12.085,6.118
Ca_wave_normal_SERCA_aging,6.0,12.237,7.137
Ca_wave_normal_SERCA_aging,6.0,12.214,6.627
Ca_wave_normal_SERCA_aging,6.0,12.480,7.647
